"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"GeneID:82188692",34.3586570215204,5.6527411444237,1.58618662181814,3.56373018576108,0.000365621780580391,0.011132309527534
"GeneID:97327911",43.7861268797997,6.44339226400198,1.80551243094148,3.5687332601981,0.00035871140211164,0.011132309527534
"GeneID:97327913",47.116351797089,6.6919118662802,1.88298420089398,3.55388635927115,0.000379583194420449,0.011132309527534
"GeneID:97328561",64.9805154020184,6.55898847346472,1.83863508277449,3.56731389219837,0.000360659357868375,0.011132309527534
"GeneID:97328583",49.3522787122043,6.77013971040862,1.88774037699429,3.58637225378853,0.0003353102089544,0.011132309527534
"GeneID:97328725",27.3229386557302,6.09613819159904,1.71514314627417,3.55430286086719,0.000378982515796864,0.011132309527534
"GeneID:97329137",24.801949366794,7.59873813898371,2.13191674111661,3.56427527981407,0.000364862884625918,0.011132309527534
"GeneID:97329156",99.3540497453074,6.59217109139824,1.84968050468473,3.56395122006319,0.000365313872414769,0.011132309527534
"GeneID:97330179",49.244477716855,6.41413731900851,1.80492604688714,3.5536842797912,0.000379874953964157,0.011132309527534
"GeneID:97330286",51.6074511126598,6.99904146265135,1.96771461538838,3.55693930812721,0.000375200795821989,0.011132309527534
"GeneID:97330367",88.7182545047067,6.81632169565888,1.90287676292229,3.58211410663868,0.000340824854685688,0.011132309527534
"GeneID:97330464",42.0311570716375,6.88738833953175,1.93026166037523,3.56811124673786,0.000359563845805513,0.011132309527534
"GeneID:82187341",51.4829240906873,6.80306617963335,1.90823294034907,3.56511306129579,0.000363699371448066,0.011132309527534
"GeneID:97328262",36.3190466937957,6.9618113579518,1.93720736788294,3.59373574216783,0.00032597044746448,0.011132309527534
"GeneID:82188810",26.7892862968569,8.99840400507766,2.52092783701388,3.56948099543245,0.000357689163411339,0.011132309527534
"katA",7.21997379149564,7.10492964005646,1.99843497741471,3.55524684082932,0.000377624395106692,0.011132309527534
"GeneID:97330171",9.74876634105902,6.73636546520651,1.89555161442812,3.5537758053815,0.000379742784630494,0.011132309527534
"rocD",13.6313722010843,7.64221088021578,2.13484572745693,3.57974854197981,0.000343924999603746,0.011132309527534
"GeneID:97328727",8.13855998798458,7.73540912275768,2.15779339296869,3.58487014927565,0.000337245954358337,0.011132309527534
"GeneID:82185605",7.22546985292998,9.81448079513765,2.73408660925965,3.58967443163597,0.000331091218916568,0.011132309527534
"GeneID:97327912",60.406075013728,5.61433491035554,1.58419330926713,3.54397085097703,0.000394148819826355,0.0114247774544453
"GeneID:97327874",31.2343061250498,6.80218789395053,1.9214697608197,3.54009624957549,0.000399981129581732,0.0114247774544453
"GeneID:97327942",62.7848436682494,6.4267736070349,1.81460665881958,3.54168964155327,0.00039757295558112,0.0114247774544453
"GeneID:97330186",49.0879398886734,6.70645420231968,1.89298399869304,3.5427949771102,0.000395910371303664,0.0114247774544453
"tuf",24.3492521454933,4.14273707542415,1.17947543202548,3.51235554632108,0.000444153378647832,0.0114516401840487
"GeneID:97329925",92.4597739405231,5.85427126005962,1.67404591339894,3.49707926957228,0.000470382037560129,0.0114516401840487
"GeneID:97330347",99.2947886605399,6.09705541972507,1.72420500424114,3.53615457832899,0.000405997056676846,0.0114516401840487
"GeneID:82185652",84.1302540271324,6.84326090795976,1.94068190091635,3.52621462833683,0.000421545192991764,0.0114516401840487
"GeneID:97327944",42.818412922029,6.34276577948556,1.80469895398262,3.51458383986333,0.000440443616750042,0.0114516401840487
"GeneID:97327973",78.9857480356864,6.70531816576544,1.91494666674525,3.50156914665522,0.000462526931759982,0.0114516401840487
"GeneID:97328491",82.031580825209,6.75614337246897,1.93385902181826,3.49360697767756,0.000476542012134385,0.0114516401840487
"GeneID:97328593",45.9543154636234,7.15948471429882,2.03135260121303,3.52449137093359,0.000424296634043464,0.0114516401840487
"GeneID:97329011",79.0381038886632,6.43858203676178,1.83490897294365,3.50893811720408,0.000449899570774722,0.0114516401840487
"GeneID:97329052",5.28713186867123,8.7692185037914,2.49844991740488,3.50986363292802,0.000448336561599312,0.0114516401840487
"GeneID:97329138",35.8230820894068,6.43917327365956,1.82413633901326,3.52998464859415,0.000415583779888021,0.0114516401840487
"GeneID:97329348",30.4643347804748,7.39421871655986,2.10269374744325,3.51654572880658,0.000437201340506834,0.0114516401840487
"GeneID:97329362",23.3286262978736,7.05779246993991,2.0154427203109,3.50185713481908,0.000462027292735411,0.0114516401840487
"GeneID:97329444",51.8810157920321,6.85562682587016,1.9382044373655,3.53710201757079,0.000404543371215906,0.0114516401840487
"GeneID:97329663",128.320862818289,6.11685411947535,1.74651263877267,3.5023245659269,0.000461217404836517,0.0114516401840487
"GeneID:97330064",41.3097556776763,6.80547578292137,1.93691358681186,3.5135670632179,0.000442132789222217,0.0114516401840487
"GeneID:97330134",55.1885692392346,5.65661274112377,1.61191398685214,3.50925222267623,0.000449368540865925,0.0114516401840487
"GeneID:97330386",47.5003982050943,6.43356737332198,1.84360067720342,3.48967509769043,0.000483608123058513,0.0114516401840487
"GeneID:97330421",41.8317416412503,7.14172205850823,2.02825736188679,3.52111235620742,0.000429740486788874,0.0114516401840487
"GeneID:97330466",33.1552914380698,6.93165434464021,1.97282228575877,3.51357260847964,0.000442123560493973,0.0114516401840487
"GeneID:97330513",34.2861907908943,6.46092394940486,1.84104092035784,3.50938639003692,0.000449141894505559,0.0114516401840487
"GeneID:97330518",54.2500920875985,7.58097879979521,2.17251874165324,3.48948833188259,0.00048394618500017,0.0114516401840487
"GeneID:82188986",27.7932875240139,6.74328359804351,1.91626098471086,3.51897974850278,0.000433209775133503,0.0114516401840487
"GeneID:97328139",35.4735661382071,6.79943263546458,1.93906829154052,3.50654624446603,0.000453962546526485,0.0114516401840487
"GeneID:97328625",9.59922839190927,7.28115894014055,2.0851327001141,3.49194031619288,0.000479525383115085,0.0114516401840487
"GeneID:82188404",6.29980290395067,8.7379867414688,2.49299545045596,3.5050151174045,0.00045658135659828,0.0114516401840487
"GeneID:82188265",5.78892234334953,8.7792899977401,2.51620816274956,3.4890952695053,0.000484658381376759,0.0114516401840487
"GeneID:82188954",6.37208377859993,8.650263278793,2.46432105555969,3.51020142415184,0.000447767363897802,0.0114516401840487
"hemF",5.35572828656369,7.30594224018647,2.08928213300574,3.49686723720545,0.000470756051068977,0.0114516401840487
"deoA",5.07038644580718,8.58237617498749,2.45612286130019,3.49427803886174,0.000475345689897001,0.0114516401840487
"GeneID:97329515",15.0781663828425,7.28425235465021,2.08352838215256,3.49611381205405,0.000472087297403413,0.0114516401840487
"GeneID:97329914",43.6515430410469,7.43955865178035,2.11264147182606,3.52144874130013,0.000429195635854962,0.0114516401840487
"GeneID:97330526",34.0149136566207,7.98501243456616,2.27257045217512,3.51364791657991,0.000441998246430649,0.0114516401840487
"GeneID:97330319",19.3938359107057,6.89474252880641,1.97866968942741,3.48453436450104,0.000492994151289357,0.0115879302331712
"GeneID:97328918",53.351299136936,6.9282552573206,1.99009685808983,3.48136585873042,0.000498863583803403,0.0116050069778596
"GeneID:97330333",16.8506838634966,6.92423961250011,1.98822177958083,3.48262939457385,0.000496515205641199,0.0116050069778596
"GeneID:97328633",80.7618095424801,5.97887647713328,1.7193703648404,3.47736392309418,0.00050637000991489,0.0116834315989611
"GeneID:97329365",18.3652010785285,5.78741836813816,1.66534185921348,3.47521341406232,0.000510447082314597,0.0116834315989611
"GeneID:97329045",3.90719939157258,8.00874502960064,2.30358693946515,3.47664109931971,0.000507736986060835,0.0116834315989611
"GeneID:82185735",7.20988824013577,9.80754828624093,2.82305579790489,3.47408942236264,0.000512590174295214,0.0116834315989611
"GeneID:97328367",20.778180630249,7.63902317092882,2.2017801268913,3.46947593796043,0.000521474776124794,0.01172756336203
"GeneID:97328661",41.6591816724629,6.8210898673213,1.96734517921046,3.46715458954628,0.000525999285962567,0.01172756336203
"GeneID:97329051",4.53111726515352,7.78464254662131,2.24685766656008,3.46467987824949,0.000530862985362776,0.01172756336203
"GeneID:97329965",103.458619066453,6.12927105010892,1.76706738226201,3.46861195653043,0.000523154496459489,0.01172756336203
"GeneID:97330237",60.0650842425331,6.43427044652416,1.85760660025607,3.46374223995392,0.000532716704900542,0.01172756336203
